x_km,y_km,thickness_ft,fault_density,lateral_ft,proppant_lbft,eur_mboe
5.01,6.65,62.1,0.203,8111.0,1813.0,277.6
5.26,3.03,61.6,0.201,8002.0,2379.0,475.0
11.65,7.22,47.3,0.614,5919.0,1724.0,243.1
19.87,0.37,40.0,0.208,8004.0,2330.0,271.9
19.81,7.75,40.0,0.421,5360.0,1714.0,158.4
10.54,8.81,47.8,0.455,10555.0,1704.0,186.7
12.78,8.08,43.9,0.808,5348.0,1252.0,68.3
17.2,3.99,40.4,0.45,7541.0,1200.0,320.2
18.66,9.92,40.1,0.51,5003.0,1978.0,139.1
4.08,8.59,54.4,0.201,9717.0,2324.0,518.4
10.57,1.54,48.4,0.226,5997.0,1217.0,147.9
16.66,2.34,40.4,0.316,10549.0,2456.0,265.3
6.06,7.65,59.8,0.209,5264.0,1574.0,288.1
8.8,3.47,57.8,0.23,9925.0,1680.0,403.4
19.71,1.43,40.0,0.221,8940.0,2431.0,333.7
19.7,1.86,40.0,0.229,6498.0,2434.0,230.9
18.12,1.99,40.1,0.262,6215.0,1840.0,193.0
15.97,5.73,40.9,0.771,7146.0,1443.0,147.0
5.38,7.29,60.7,0.205,9970.0,1275.0,312.7
6.42,2.12,58.8,0.202,10172.0,1435.0,535.6
10.95,8.55,47.3,0.516,6052.0,2249.0,393.8
11.22,3.37,49.2,0.31,7121.0,1519.0,200.4
10.11,3.74,53.5,0.277,6425.0,2111.0,225.7
12.73,2.68,44.6,0.325,5736.0,1312.0,170.2
8.17,9.42,51.1,0.253,8879.0,1766.0,363.8
14.98,11.52,40.4,0.602,7075.0,1563.0,189.4
6.67,5.91,64.0,0.213,6352.0,1806.0,362.6
6.61,0.5,52.6,0.201,10196.0,1912.0,398.6
2.54,3.13,54.9,0.2,9490.0,2585.0,431.5
3.77,1.9,55.4,0.2,9643.0,2440.0,708.5
17.01,10.11,40.2,0.699,5235.0,2113.0,140.9
8.93,1.02,51.1,0.207,10491.0,1246.0,476.4
4.56,11.6,45.5,0.201,8448.0,2470.0,435.1
15.19,7.06,41.3,0.96,8023.0,2428.0,319.7
11.08,6.21,50.1,0.485,5064.0,2419.0,126.4
0.42,10.17,43.6,0.2,10386.0,1766.0,331.8
6.33,0.33,52.0,0.2,8263.0,1273.0,264.0
3.54,9.33,51.0,0.2,9951.0,2207.0,403.8
13.12,1.4,43.0,0.258,8933.0,1622.0,219.6
5.5,10.09,50.5,0.204,9780.0,1551.0,402.9
1.3,6.35,51.3,0.2,9158.0,1625.0,412.6
1.1,0.73,46.1,0.2,10526.0,1895.0,454.0
11.63,10.0,43.8,0.542,6353.0,1534.0,177.7
0.43,0.33,44.3,0.2,6213.0,2104.0,191.7
16.98,1.66,40.3,0.269,9275.0,2036.0,312.8
3.11,9.57,49.4,0.2,8008.0,1814.0,432.0
12.13,5.58,47.1,0.566,8595.0,1086.0,249.0
8.89,10.58,46.7,0.27,9251.0,2498.0,397.4
8.86,7.63,55.1,0.298,8285.0,1659.0,317.1
1.44,7.48,50.2,0.2,9726.0,1719.0,322.8
16.06,3.51,40.8,0.445,6913.0,1730.0,257.2
17.86,1.6,40.2,0.252,10154.0,1584.0,278.1
0.22,11.53,42.0,0.2,5646.0,2079.0,223.2
3.57,1.26,52.9,0.2,8804.0,1022.0,319.3
18.08,6.35,40.2,0.606,10341.0,2398.0,356.4
10.99,3.27,49.9,0.295,6516.0,1164.0,251.5
3.0,3.17,56.6,0.2,6961.0,2600.0,300.6
4.06,7.14,58.9,0.201,6833.0,2005.0,278.2
13.2,9.58,42.2,0.782,8386.0,1106.0,204.0
14.5,9.33,41.2,0.915,7477.0,1900.0,216.5
11.99,10.43,42.8,0.549,5648.0,1530.0,150.7
19.06,3.51,40.1,0.305,10348.0,2525.0,356.3
9.88,5.59,55.0,0.335,6228.0,2209.0,365.6
6.01,0.11,51.3,0.2,8204.0,1811.0,408.5
9.54,8.96,49.7,0.345,8569.0,1688.0,442.1
7.19,3.63,62.4,0.209,5245.0,2593.0,239.8
4.49,6.74,60.9,0.202,5574.0,2068.0,235.3
0.92,2.03,47.9,0.2,10830.0,1822.0,357.4
7.04,9.83,51.1,0.22,8987.0,1637.0,339.1
14.23,9.81,41.2,0.846,5201.0,1519.0,137.7
0.37,10.53,43.1,0.2,9765.0,2129.0,297.2
8.78,0.55,50.0,0.204,8051.0,1941.0,299.6
12.88,11.91,41.1,0.467,5451.0,2357.0,226.8
12.21,2.97,46.0,0.327,9085.0,1886.0,226.5
15.53,3.71,41.1,0.484,7996.0,1932.0,507.0
16.21,2.99,40.7,0.383,6230.0,1764.0,199.4
14.23,3.21,42.3,0.416,10266.0,2220.0,444.7
2.06,6.63,53.6,0.2,6748.0,1664.0,250.8
9.5,2.88,54.3,0.235,6707.0,2363.0,359.1
12.07,4.73,47.3,0.473,6637.0,1523.0,234.1
4.91,7.87,58.3,0.203,9605.0,2108.0,520.7
0.85,10.03,44.4,0.2,9237.0,2429.0,328.7
4.47,8.31,56.0,0.202,10419.0,2231.0,624.8
9.1,7.13,55.6,0.311,6376.0,1548.0,187.1
8.28,1.77,54.9,0.208,9718.0,2130.0,506.3
3.53,9.79,49.5,0.2,8438.0,1331.0,293.6
16.49,0.45,40.3,0.23,6852.0,1093.0,148.8
18.51,3.17,40.1,0.31,5213.0,2266.0,298.0
4.03,0.68,51.8,0.2,9914.0,2293.0,593.6
18.59,8.01,40.1,0.591,6446.0,1037.0,78.9
0.36,4.42,48.6,0.2,8790.0,2516.0,376.2
18.5,7.82,40.1,0.604,8293.0,1713.0,300.5
19.04,4.16,40.1,0.343,5027.0,2448.0,207.5
0.24,5.47,48.2,0.2,10966.0,2261.0,558.3
15.26,5.5,41.4,0.762,9886.0,2441.0,525.7
19.4,0.55,40.0,0.212,7919.0,2333.0,282.5
18.12,5.16,40.2,0.498,9082.0,2558.0,599.0
19.41,7.69,40.0,0.47,7860.0,2007.0,320.9
11.01,6.55,50.0,0.494,9468.0,1364.0,274.6
1.56,0.9,47.4,0.2,5806.0,1623.0,196.0
17.0,8.02,40.3,0.841,7678.0,2203.0,402.3
12.28,3.71,46.4,0.39,7013.0,1251.0,177.9
12.29,0.17,43.1,0.218,7758.0,2488.0,266.6
8.35,1.87,55.0,0.208,7703.0,1328.0,282.0
11.44,5.97,49.0,0.514,5859.0,2402.0,277.8
3.07,3.72,57.8,0.2,10859.0,1774.0,436.3
14.8,8.33,41.3,0.993,5093.0,2345.0,88.8
1.5,2.89,51.0,0.2,5060.0,2533.0,308.7
14.6,9.27,41.2,0.924,7241.0,1675.0,167.9
16.98,3.44,40.4,0.402,8722.0,2115.0,475.5
9.45,7.45,53.8,0.342,6078.0,1363.0,255.0
10.2,9.59,46.9,0.393,8199.0,2281.0,437.7
6.24,4.63,64.8,0.206,9337.0,2312.0,559.7
19.39,0.56,40.0,0.213,5564.0,1472.0,223.9
14.66,6.43,41.9,0.893,10907.0,1039.0,317.3
7.38,11.94,44.7,0.213,7020.0,1690.0,254.4
3.5,11.63,44.7,0.2,8854.0,1272.0,328.3
4.39,2.65,59.1,0.2,5664.0,2310.0,491.6
9.28,9.07,50.1,0.322,9257.0,1418.0,293.6
18.85,4.14,40.1,0.353,10043.0,2510.0,398.6
14.68,1.92,41.5,0.302,5632.0,2555.0,214.8
4.3,7.99,56.9,0.201,5755.0,2454.0,331.9
17.19,6.01,40.4,0.692,6686.0,1959.0,208.8
7.56,6.47,61.4,0.233,5072.0,1428.0,154.1
17.03,9.93,40.2,0.717,10916.0,2292.0,294.4
4.83,4.04,63.2,0.201,8590.0,2123.0,532.0
12.37,8.01,44.8,0.745,8646.0,2563.0,223.9
18.53,4.39,40.1,0.394,10754.0,1604.0,374.8
5.16,0.51,52.5,0.2,9992.0,1094.0,337.0
13.86,4.54,43.2,0.582,9885.0,2597.0,316.3
19.75,11.4,40.0,0.32,7037.0,2341.0,298.5
3.01,5.8,58.2,0.2,7009.0,1354.0,334.2
1.77,1.3,48.7,0.2,6750.0,2161.0,303.9
13.48,8.25,42.7,0.902,7080.0,1001.0,277.8
6.79,11.56,45.8,0.209,7217.0,1892.0,275.7
1.42,10.9,43.9,0.2,5840.0,1581.0,145.8
9.51,6.86,54.8,0.339,7136.0,1610.0,264.3
15.08,4.52,41.6,0.607,7680.0,1391.0,113.0
5.7,6.97,61.9,0.206,6856.0,1440.0,355.5
6.7,9.79,51.4,0.215,5992.0,1727.0,296.9
16.91,10.33,40.2,0.682,7240.0,1397.0,277.2
10.4,9.83,46.0,0.405,7885.0,1746.0,307.7
16.85,5.47,40.5,0.663,9324.0,1924.0,384.8
8.93,1.43,52.3,0.209,9267.0,2138.0,281.0
19.06,6.83,40.1,0.497,6216.0,2083.0,196.4
13.02,1.88,43.5,0.28,5220.0,1387.0,124.9
2.32,0.73,48.7,0.2,6823.0,1063.0,205.0
17.7,5.98,40.3,0.625,5943.0,2332.0,357.2
9.79,7.86,51.8,0.376,7375.0,2396.0,429.4
2.83,10.25,47.1,0.2,10876.0,2566.0,479.6
3.05,9.39,49.8,0.2,6086.0,2536.0,268.9
13.75,10.29,41.3,0.749,6913.0,2014.0,144.6
0.95,9.12,46.1,0.2,9351.0,2431.0,371.2
5.73,8.44,56.8,0.207,8055.0,1717.0,432.0
2.8,0.12,48.0,0.2,5264.0,2260.0,248.9
8.82,7.51,55.5,0.295,5970.0,2529.0,208.4
8.29,1.45,53.8,0.206,10611.0,2274.0,460.7
10.44,0.7,47.0,0.213,5619.0,1665.0,144.6
5.59,1.88,58.0,0.201,8811.0,1604.0,434.7
0.64,9.88,44.3,0.2,9754.0,1466.0,260.6
12.29,8.93,44.0,0.707,6593.0,1587.0,127.6
7.47,11.39,46.0,0.218,9350.0,2313.0,413.2
13.03,11.75,41.1,0.495,6019.0,2122.0,242.5
2.17,10.72,45.2,0.2,6709.0,1400.0,232.1
0.28,1.6,45.7,0.2,6871.0,2138.0,407.6
4.97,10.54,48.7,0.202,10979.0,1607.0,421.3
9.13,10.06,47.7,0.293,6287.0,1892.0,209.7
7.88,10.45,48.2,0.234,5775.0,1593.0,243.7
16.21,1.82,40.6,0.288,10554.0,1835.0,290.5
7.56,1.4,55.0,0.203,5972.0,2168.0,367.8
10.61,11.09,43.6,0.361,10276.0,2170.0,367.8
11.87,2.09,46.0,0.267,8903.0,2205.0,357.3
0.44,4.42,48.8,0.2,8461.0,1626.0,229.2
10.3,5.47,53.4,0.365,9508.0,2105.0,395.7
6.9,1.49,56.2,0.202,9356.0,1382.0,354.1
8.43,0.25,49.7,0.203,5663.0,1764.0,188.7
2.01,11.93,43.0,0.2,10997.0,1933.0,335.8
15.66,10.52,40.4,0.749,10651.0,2098.0,361.2
18.85,10.95,40.0,0.417,10380.0,2459.0,327.7
0.45,3.41,48.2,0.2,8734.0,1488.0,226.5
12.03,2.64,46.2,0.299,8137.0,2352.0,293.2
15.28,5.11,41.4,0.701,8218.0,1498.0,188.6
5.7,5.44,64.8,0.205,5090.0,1883.0,293.7
15.75,0.07,40.5,0.224,7997.0,2325.0,276.9
12.65,9.35,43.0,0.731,8743.0,2157.0,236.8
18.58,11.96,40.0,0.364,8952.0,2381.0,258.6
19.62,6.34,40.0,0.41,6993.0,2304.0,238.5
0.85,4.66,50.3,0.2,7828.0,1442.0,340.8
8.9,4.71,58.8,0.255,8818.0,2589.0,469.6
10.94,1.15,46.8,0.224,7570.0,2499.0,413.2
2.93,3.19,56.4,0.2,10773.0,1688.0,539.3
6.73,6.03,63.7,0.214,9233.0,1076.0,496.9
19.75,5.18,40.0,0.347,5008.0,1486.0,219.2
0.32,6.54,47.9,0.2,5140.0,2338.0,308.9
9.05,10.19,47.5,0.286,9142.0,2521.0,278.1
16.85,2.7,40.4,0.339,7476.0,2331.0,297.3
6.48,0.33,52.0,0.201,10037.0,1635.0,472.5
9.6,0.46,48.2,0.207,6038.0,1090.0,262.7
19.56,1.61,40.0,0.226,5083.0,1828.0,146.9
9.5,6.85,54.8,0.338,7328.0,1602.0,349.2
2.62,9.7,48.2,0.2,9416.0,1197.0,298.1
1.03,10.64,43.8,0.2,10830.0,1169.0,425.5
18.91,7.62,40.1,0.54,10302.0,1245.0,160.7
5.32,4.84,64.6,0.203,7904.0,1329.0,305.1
10.08,1.85,50.3,0.226,9877.0,2206.0,270.9
1.81,4.82,53.9,0.2,5422.0,1611.0,241.3
8.47,3.99,59.7,0.231,8434.0,1699.0,600.0
18.6,10.44,40.0,0.479,10546.0,1957.0,299.8
10.05,5.84,54.1,0.358,7378.0,2536.0,353.6
19.42,2.71,40.1,0.257,10761.0,2210.0,376.3
5.18,3.47,62.6,0.201,6324.0,2033.0,326.5
10.09,1.64,49.8,0.222,5634.0,2190.0,267.2
17.19,11.02,40.1,0.569,8149.0,2151.0,287.7
8.97,0.6,49.8,0.205,10443.0,2104.0,339.6
5.59,0.15,51.4,0.2,6868.0,1794.0,275.2
17.11,2.2,40.3,0.296,9801.0,1907.0,349.7
7.8,9.73,50.6,0.238,6015.0,1738.0,297.1
10.61,6.28,51.6,0.433,9473.0,1632.0,491.9
19.53,7.51,40.0,0.452,8342.0,1433.0,250.1
3.73,4.29,60.7,0.2,6050.0,1568.0,306.2
6.03,0.82,54.0,0.201,9309.0,1686.0,425.8
0.62,10.27,43.8,0.2,9283.0,1927.0,277.4
7.84,2.3,57.5,0.208,8093.0,1800.0,315.4
4.0,0.4,50.8,0.2,6353.0,1173.0,219.0
13.6,6.87,43.2,0.869,5794.0,1544.0,98.7
3.63,1.0,52.2,0.2,10744.0,1602.0,423.8
13.5,1.15,42.3,0.252,8935.0,2131.0,376.8
5.27,9.6,52.1,0.204,9855.0,1533.0,312.1
7.1,5.9,63.4,0.22,9182.0,1013.0,389.0
6.98,2.9,60.9,0.205,9977.0,1135.0,336.7
14.34,4.18,42.4,0.548,5975.0,1795.0,140.4
9.33,8.75,50.8,0.33,7982.0,1302.0,453.5
7.23,0.8,53.2,0.202,9003.0,1791.0,295.8
17.05,1.4,40.3,0.256,5620.0,1919.0,143.9
11.44,7.4,47.7,0.588,5900.0,2494.0,261.8
4.28,7.28,59.0,0.201,8804.0,2049.0,433.8
18.0,11.67,40.0,0.43,10212.0,1050.0,289.9
6.85,4.49,64.2,0.21,8962.0,1609.0,621.5
0.78,0.78,45.6,0.2,5217.0,2270.0,186.1
9.89,6.45,54.1,0.364,10823.0,1417.0,328.0
2.48,7.66,53.1,0.2,5837.0,2480.0,390.3
4.77,1.68,56.4,0.2,6395.0,1846.0,353.3
14.94,6.63,41.6,0.921,10850.0,1148.0,362.2
2.62,2.37,53.6,0.2,9626.0,1387.0,311.7
16.14,10.14,40.3,0.778,10619.0,2450.0,505.8
18.74,10.02,40.0,0.493,9840.0,2586.0,404.7
12.13,5.16,47.1,0.523,8910.0,2381.0,353.0
14.21,11.6,40.6,0.576,6707.0,1513.0,158.3
14.27,11.76,40.6,0.555,6961.0,2230.0,236.4
19.86,1.55,40.0,0.221,10684.0,1356.0,393.5
6.83,4.41,64.2,0.21,10164.0,1615.0,370.6
3.26,7.2,56.5,0.2,7157.0,2115.0,288.8
10.38,1.02,47.8,0.216,7240.0,2550.0,270.2
10.66,4.59,52.0,0.348,6786.0,1703.0,243.3
3.56,3.13,58.2,0.2,6957.0,1793.0,320.1
12.26,11.42,41.7,0.475,10164.0,1352.0,360.3
0.28,4.94,48.4,0.2,5063.0,1645.0,219.8
18.55,9.15,40.1,0.568,7616.0,1101.0,192.7
5.29,4.64,64.5,0.202,10657.0,2374.0,582.3
0.79,1.58,46.9,0.2,8256.0,1037.0,276.4
2.16,10.36,45.9,0.2,7703.0,2094.0,208.3
4.8,0.01,50.4,0.2,6874.0,1437.0,314.1
5.48,0.67,53.3,0.2,5443.0,1762.0,203.9
0.66,4.37,49.5,0.2,6347.0,1450.0,215.9
5.59,8.24,57.5,0.206,5543.0,1640.0,273.8
3.86,4.1,60.9,0.2,5760.0,1875.0,288.8
7.57,0.8,52.8,0.202,5981.0,2025.0,296.0
7.7,3.81,61.7,0.216,6812.0,2504.0,385.7
6.78,2.94,61.3,0.205,5066.0,1532.0,234.0
6.56,0.07,51.0,0.2,10701.0,1936.0,549.9
1.79,6.42,53.0,0.2,5743.0,2443.0,320.6
0.5,1.4,45.9,0.2,7299.0,1464.0,260.0
4.04,3.45,60.3,0.2,10277.0,2384.0,574.9
15.13,7.69,41.2,0.995,5639.0,2532.0,133.8
19.82,8.7,40.0,0.415,7902.0,2356.0,475.3
18.57,3.16,40.1,0.307,10069.0,1912.0,231.1
10.08,3.95,53.8,0.284,8342.0,2155.0,370.6
10.64,2.96,50.6,0.268,6262.0,1770.0,237.2
6.29,11.48,46.1,0.206,9413.0,1956.0,312.9
15.48,2.29,41.0,0.329,9088.0,2559.0,277.8
15.3,2.2,41.1,0.323,7173.0,1402.0,173.2
16.89,5.34,40.5,0.643,5278.0,2268.0,279.0
17.91,2.27,40.2,0.281,5047.0,1810.0,129.2
8.69,1.88,54.2,0.211,9952.0,1283.0,430.2
15.34,1.15,40.8,0.259,6929.0,2030.0,267.5
16.13,7.68,40.6,0.941,5827.0,2268.0,155.8
6.17,7.34,60.8,0.21,8111.0,1910.0,430.2
18.58,7.8,40.1,0.591,10525.0,2340.0,300.7
1.89,9.28,47.7,0.2,5051.0,1585.0,157.2
19.89,3.92,40.0,0.284,5337.0,2462.0,153.6
15.4,11.02,40.4,0.678,7502.0,2037.0,293.4
1.87,8.8,48.7,0.2,9056.0,2285.0,406.5
13.12,9.66,42.2,0.765,7857.0,1437.0,239.4
0.68,8.65,46.2,0.2,10385.0,1714.0,320.2
15.4,4.3,41.3,0.571,5265.0,2455.0,179.7
15.98,3.4,40.8,0.434,7041.0,1081.0,167.3
12.05,5.07,47.4,0.506,7108.0,1646.0,142.4
17.14,1.16,40.2,0.246,7041.0,2249.0,243.9
1.96,5.42,54.4,0.2,7926.0,2190.0,395.6
5.52,0.52,52.7,0.2,9743.0,2363.0,424.5
8.28,0.05,49.3,0.202,6907.0,2183.0,409.7
0.85,11.18,42.9,0.2,9467.0,2515.0,279.7
8.96,8.27,53.1,0.305,5879.0,1797.0,215.3
5.3,6.74,62.2,0.204,8364.0,1999.0,423.7
7.85,4.09,61.7,0.22,7251.0,2356.0,405.2
8.5,6.85,58.1,0.271,8235.0,2123.0,251.7
17.59,10.7,40.1,0.568,5646.0,1163.0,185.6
5.41,7.83,58.9,0.205,10721.0,1587.0,461.7
17.87,7.23,40.2,0.689,10437.0,1884.0,128.3
8.52,5.52,60.0,0.255,9958.0,2208.0,458.5
6.56,4.15,64.2,0.207,10357.0,1870.0,419.8
10.05,8.38,49.9,0.403,5880.0,2244.0,222.5
8.35,11.77,44.5,0.231,8022.0,2340.0,227.4
5.15,5.1,64.4,0.202,6907.0,1424.0,353.3
10.05,4.71,54.4,0.312,10324.0,1986.0,638.0
3.04,5.14,58.6,0.2,6137.0,1891.0,313.8
7.04,5.11,64.1,0.215,6320.0,1364.0,191.9
11.32,11.89,42.0,0.363,9120.0,1784.0,301.2
8.27,8.48,54.1,0.264,5533.0,1878.0,239.2
16.48,4.31,40.6,0.533,9394.0,2308.0,207.0
5.13,4.46,64.1,0.202,6609.0,1738.0,359.7
19.4,5.17,40.1,0.375,8966.0,1129.0,282.1
15.69,0.44,40.5,0.233,10238.0,1780.0,262.9
19.35,6.33,40.1,0.439,8658.0,2341.0,173.5
16.76,9.74,40.2,0.769,6276.0,1914.0,83.2
2.84,7.93,53.5,0.2,5295.0,1510.0,195.8
10.53,2.38,50.0,0.246,5268.0,2474.0,237.4
3.4,8.74,52.5,0.2,5533.0,1249.0,192.0
16.36,8.63,40.4,0.905,8479.0,1523.0,160.1
11.68,3.15,47.6,0.318,7089.0,1699.0,294.3
5.27,7.47,60.0,0.204,6459.0,2181.0,365.6
18.59,7.33,40.1,0.581,6316.0,2337.0,226.2
2.3,10.08,46.7,0.2,10691.0,1094.0,358.5
11.28,1.63,46.8,0.239,5713.0,2267.0,206.9
14.42,2.34,41.9,0.332,6829.0,2153.0,181.3
1.18,5.83,51.3,0.2,7829.0,2431.0,311.8
11.96,0.53,43.9,0.222,5003.0,2441.0,183.1
16.32,4.99,40.7,0.639,10526.0,2244.0,149.8
1.35,9.46,46.3,0.2,5595.0,1304.0,172.2
10.24,1.78,49.7,0.227,9095.0,1502.0,399.2
5.17,5.52,64.2,0.203,8773.0,2498.0,560.2
13.26,11.88,40.9,0.493,9854.0,1957.0,344.5
2.37,6.07,55.5,0.2,8908.0,1862.0,387.8
18.74,5.98,40.1,0.493,9616.0,2465.0,477.2
17.89,6.71,40.2,0.658,7527.0,2399.0,164.1
3.72,2.23,56.3,0.2,7932.0,2164.0,304.6
6.47,1.77,57.5,0.202,9210.0,2412.0,549.0
11.75,8.13,46.0,0.645,8411.0,1182.0,239.9
14.36,4.75,42.4,0.635,8069.0,2212.0,207.5
8.85,3.48,57.6,0.231,6233.0,2545.0,367.2
3.13,0.38,49.3,0.2,6549.0,1078.0,198.9
2.08,10.15,46.2,0.2,7151.0,1357.0,200.3
20.0,0.39,40.0,0.208,5056.0,2270.0,156.0
9.11,9.0,50.6,0.31,7504.0,1832.0,317.0
17.45,4.58,40.3,0.5,5017.0,1139.0,148.3
9.65,7.18,53.7,0.357,8390.0,1429.0,456.6
18.45,2.97,40.1,0.301,9224.0,1518.0,240.5
1.76,1.86,49.9,0.2,8373.0,1514.0,283.0
2.28,6.4,54.8,0.2,9161.0,2404.0,552.9
18.59,8.35,40.1,0.588,5000.0,2059.0,234.8
18.95,2.35,40.1,0.257,5357.0,2176.0,196.2
6.29,5.24,64.9,0.208,9191.0,1022.0,268.7
7.1,5.34,63.9,0.217,9817.0,1684.0,384.2
9.05,2.59,55.1,0.222,9306.0,1509.0,290.0
8.32,6.78,58.8,0.262,8978.0,2363.0,437.0
3.8,1.75,55.0,0.2,9244.0,2526.0,388.2
17.97,6.12,40.2,0.603,9438.0,1677.0,453.4
5.07,1.36,55.6,0.2,9346.0,2557.0,323.0
14.11,5.83,42.7,0.789,9428.0,1023.0,137.8
1.34,3.74,51.5,0.2,5444.0,1521.0,231.1
0.78,5.43,50.0,0.2,5380.0,2240.0,268.7
13.07,5.2,44.7,0.622,7167.0,1576.0,89.7
6.78,10.9,47.7,0.212,8166.0,2474.0,235.8
13.11,5.88,44.5,0.711,9576.0,1350.0,238.4
1.88,9.82,46.5,0.2,7008.0,2273.0,365.8
19.0,2.71,40.1,0.269,6651.0,1323.0,288.4
14.97,4.22,41.7,0.562,9689.0,1315.0,220.9
17.53,0.9,40.2,0.234,6496.0,1713.0,198.0
2.73,5.05,57.5,0.2,9925.0,2512.0,402.2
6.4,8.02,58.3,0.213,6063.0,1937.0,335.4
7.37,10.06,50.0,0.225,7157.0,2016.0,400.7
10.74,6.79,50.6,0.47,7406.0,1016.0,335.2
5.94,7.68,59.7,0.208,6797.0,1091.0,269.4
1.21,2.13,48.8,0.2,5020.0,1107.0,148.6
7.38,0.45,51.8,0.201,6413.0,2311.0,292.6
5.09,9.5,52.4,0.203,7026.0,1379.0,348.4
7.72,2.0,56.8,0.206,6882.0,1526.0,270.7
3.94,1.09,53.0,0.2,9713.0,1976.0,276.8
5.24,11.25,46.7,0.202,5284.0,1934.0,197.4
12.54,11.56,41.4,0.482,7334.0,1657.0,203.6
7.76,7.4,58.6,0.243,5225.0,1007.0,141.7
6.91,4.54,64.2,0.211,10584.0,1719.0,509.8
10.68,10.0,45.2,0.427,9741.0,2182.0,389.2
15.44,2.46,41.0,0.344,10893.0,1376.0,460.0
7.58,5.15,63.0,0.224,10461.0,2133.0,387.7
11.75,4.28,48.2,0.407,6895.0,1024.0,256.3
19.32,10.95,40.0,0.374,9150.0,2453.0,384.3
10.44,11.04,43.8,0.351,6839.0,2520.0,299.2
18.2,7.81,40.1,0.653,10329.0,1004.0,159.1
15.87,1.33,40.6,0.265,7465.0,1733.0,183.2
1.17,5.79,51.3,0.2,7255.0,1662.0,290.1
8.58,2.94,57.4,0.22,10484.0,2347.0,490.1
13.97,10.62,41.1,0.715,10020.0,1865.0,227.1
19.73,1.66,40.0,0.225,10798.0,1978.0,421.7
9.17,0.65,49.5,0.206,5399.0,1324.0,185.0
1.86,8.45,49.5,0.2,6460.0,1123.0,150.6
11.24,5.44,49.9,0.453,6805.0,2108.0,257.6
2.53,10.06,47.1,0.2,7546.0,1993.0,316.1
15.03,0.9,40.9,0.248,7839.0,2332.0,290.7
10.15,9.61,46.9,0.388,6749.0,2351.0,294.7
14.47,0.45,41.1,0.233,9743.0,2010.0,419.9
17.39,0.34,40.2,0.222,6339.0,1861.0,165.2
12.58,5.54,45.9,0.612,9179.0,2462.0,284.3
12.25,2.66,45.7,0.307,10111.0,2282.0,523.7
15.09,7.12,41.4,0.966,8622.0,2412.0,101.5
16.85,0.31,40.2,0.225,7125.0,2593.0,253.5
17.38,0.42,40.2,0.224,6127.0,1646.0,248.8
0.73,8.73,46.2,0.2,5806.0,2147.0,298.0
11.12,2.52,48.5,0.266,9465.0,2101.0,414.0
4.33,7.88,57.3,0.201,7815.0,1279.0,352.2
17.21,9.0,40.2,0.777,5278.0,2018.0,109.5
12.97,0.71,42.7,0.233,10903.0,1685.0,437.0
8.4,9.24,51.3,0.266,9028.0,1721.0,260.9
3.76,3.22,59.0,0.2,10065.0,1288.0,311.5
6.78,4.67,64.4,0.21,7629.0,2192.0,442.4
14.08,1.04,41.7,0.252,10733.0,2117.0,307.3
4.09,10.06,49.4,0.201,6197.0,1852.0,261.5
1.87,6.73,52.8,0.2,6111.0,1251.0,251.8
17.76,6.06,40.2,0.625,10342.0,1891.0,547.4
15.28,11.62,40.3,0.584,10350.0,1160.0,286.2
4.0,4.01,61.2,0.2,7994.0,1543.0,316.7
5.85,10.69,48.5,0.205,5755.0,1596.0,251.9
19.44,8.64,40.0,0.461,6831.0,2413.0,181.2
14.16,11.14,40.8,0.645,9525.0,1665.0,365.9
12.21,10.89,42.2,0.526,10076.0,1958.0,312.5
6.15,11.89,45.1,0.204,7086.0,2400.0,302.4
5.98,1.58,56.9,0.201,5367.0,1681.0,175.7
0.79,9.55,45.1,0.2,8994.0,2414.0,217.8
14.57,9.65,41.1,0.88,9437.0,1218.0,114.1
0.86,7.73,48.1,0.2,7544.0,1584.0,381.3
0.1,3.35,47.1,0.2,8499.0,1152.0,208.6
14.59,11.58,40.5,0.589,10924.0,1897.0,395.0
18.98,2.45,40.1,0.26,6470.0,2532.0,202.5
15.13,5.99,41.5,0.839,8438.0,2051.0,227.0
9.43,6.26,56.0,0.321,8666.0,2002.0,371.4
9.72,1.94,51.5,0.222,8295.0,1445.0,422.9
8.72,8.67,52.5,0.287,10215.0,2490.0,497.5
6.49,1.07,54.8,0.201,8630.0,1754.0,384.2
10.43,8.32,49.0,0.45,8047.0,1427.0,392.8
8.62,10.18,48.1,0.264,5738.0,2580.0,222.4
11.96,4.19,47.5,0.414,9219.0,1677.0,416.4
17.96,8.51,40.1,0.684,5793.0,1594.0,239.0
19.9,1.88,40.0,0.226,5159.0,1056.0,172.7
1.57,10.15,45.4,0.2,7931.0,1285.0,239.8
7.69,11.42,45.7,0.221,8435.0,2295.0,292.3
3.61,1.83,54.8,0.2,10994.0,1772.0,365.9
7.04,8.3,56.8,0.224,9274.0,2528.0,375.0
5.75,6.07,64.0,0.206,10092.0,1134.0,337.3
3.49,6.38,59.0,0.2,7078.0,1986.0,367.4
15.28,8.48,40.9,0.986,8053.0,2152.0,212.2
9.93,5.86,54.6,0.349,10846.0,1994.0,485.4
18.38,7.2,40.1,0.609,7504.0,1848.0,264.1
0.65,2.77,48.2,0.2,9844.0,1925.0,291.9
1.34,4.54,52.0,0.2,8156.0,2103.0,278.2
8.07,10.38,48.3,0.24,6344.0,2381.0,258.4
