well,depth_ft,gr,rhob,nphi,dtc,cali,bad
W-0,5224.5,64.5,2.307,0.253,96.4,8.41,0
W-0,5225.0,65.0,2.337,0.249,93.4,8.35,0
W-0,5225.5,70.5,2.296,0.286,95.6,8.42,0
W-0,5226.0,69.1,2.305,0.289,94.4,8.5,0
W-0,5226.5,67.2,2.321,0.272,93.1,8.5,0
W-0,5227.0,67.6,2.353,0.251,90.6,8.53,0
W-0,5227.5,63.7,2.304,0.255,94.1,8.47,0
W-0,5228.0,70.0,2.343,0.256,92.2,8.44,0
W-0,5228.5,63.2,2.336,0.238,92.8,8.48,0
W-0,5229.0,70.9,2.345,0.229,91.0,8.5,0
W-0,5229.5,69.0,2.349,0.243,91.8,8.51,0
W-0,5230.0,75.9,2.364,0.239,91.3,8.46,0
W-0,5230.5,65.1,2.329,0.269,94.8,8.55,0
W-0,5231.0,67.5,2.338,0.248,90.4,8.47,0
W-0,5231.5,72.3,2.26,0.295,99.2,8.46,0
W-0,5232.0,70.1,2.348,0.228,90.6,8.47,0
W-0,5232.5,64.2,2.353,0.236,88.3,8.55,0
W-0,5233.0,66.8,2.306,0.241,94.5,8.49,0
W-0,5233.5,67.0,2.295,0.246,95.4,8.47,0
W-0,5234.0,68.3,2.326,0.261,96.3,8.55,0
W-0,5234.5,64.9,2.293,0.25,95.6,8.61,0
W-0,5235.0,66.9,2.361,0.24,90.0,8.51,0
W-0,5235.5,62.2,2.338,0.257,91.5,8.56,0
W-0,5236.0,67.3,2.346,0.232,90.6,8.55,0
W-0,5236.5,68.3,2.378,0.236,87.4,8.47,0
W-0,5237.0,66.5,2.313,0.245,90.0,8.5,0
W-0,5237.5,62.2,2.363,0.203,86.9,8.44,0
W-0,5238.0,70.5,2.328,0.237,89.8,8.49,0
W-0,5238.5,68.1,2.333,0.24,88.2,8.47,0
W-0,5239.0,64.9,2.339,0.237,90.0,8.48,0
W-0,5239.5,67.2,2.317,0.28,92.6,8.46,0
W-0,5240.0,63.7,2.336,0.237,92.5,8.49,0
W-0,5240.5,65.7,2.323,0.266,92.8,8.53,0
W-0,5241.0,67.2,2.318,0.248,93.0,8.49,0
W-0,5241.5,72.7,2.307,0.275,96.8,8.41,0
W-0,5242.0,67.1,2.344,0.254,93.1,8.46,0
W-0,5242.5,70.9,2.327,0.259,91.8,8.42,0
W-0,5243.0,67.0,2.314,0.246,93.0,8.51,0
W-0,5243.5,69.5,2.313,0.243,92.3,8.53,0
W-0,5244.0,68.0,2.335,0.257,90.3,8.51,0
W-0,5244.5,71.3,2.346,0.268,90.4,8.46,0
W-0,5245.0,67.6,2.373,0.247,92.1,8.51,0
W-0,5245.5,64.6,2.326,0.245,92.2,8.48,0
W-0,5246.0,65.0,2.328,0.253,90.2,8.44,0
W-0,5246.5,67.8,2.336,0.272,90.7,8.54,0
W-0,5247.0,65.5,2.353,0.244,91.0,8.54,0
W-0,5247.5,70.9,2.342,0.253,86.8,8.55,0
W-0,5248.0,67.5,2.319,0.254,93.9,8.47,0
W-0,5248.5,75.9,2.339,0.251,93.6,8.56,0
W-0,5249.0,62.7,2.171,0.32,91.3,11.13,1
W-0,5249.5,68.0,2.129,0.337,97.2,11.19,1
W-0,5250.0,64.5,2.166,0.307,93.1,11.13,1
W-0,5250.5,66.8,2.18,0.296,91.8,11.14,1
W-0,5251.0,68.4,2.121,0.347,98.3,11.03,1
W-0,5251.5,60.4,2.176,0.331,92.5,11.14,1
W-0,5252.0,66.9,2.148,0.337,92.0,11.16,1
W-0,5252.5,71.6,2.15,0.346,94.1,11.13,1
W-0,5253.0,65.6,2.099,0.339,93.7,11.24,1
W-0,5253.5,67.9,2.159,0.32,92.6,11.1,1
W-0,5254.0,69.9,2.184,0.325,89.2,11.13,1
W-0,5254.5,66.6,2.136,0.338,94.0,11.11,1
W-0,5255.0,64.7,2.159,0.306,90.6,11.13,1
W-0,5255.5,59.5,2.112,0.334,95.0,11.21,1
W-0,5256.0,68.3,2.138,0.33,93.1,11.23,1
W-0,5256.5,66.0,2.194,0.295,88.1,11.12,1
W-0,5257.0,63.6,2.13,0.327,90.2,11.12,1
W-0,5257.5,67.1,2.101,0.36,93.8,11.1,1
W-0,5258.0,65.3,2.126,0.351,93.6,11.22,1
W-0,5258.5,65.2,2.119,0.361,94.5,11.21,1
W-0,5259.0,68.9,2.16,0.288,91.1,11.15,1
W-0,5259.5,63.8,2.123,0.337,94.3,11.08,1
W-0,5260.0,70.5,2.155,0.323,92.6,11.09,1
W-0,5260.5,62.8,2.149,0.308,93.9,11.16,1
W-0,5261.0,65.6,2.163,0.3,91.5,11.18,1
W-0,5261.5,73.3,2.164,0.305,92.0,11.05,1
W-0,5262.0,71.4,2.17,0.315,91.3,11.14,1
W-0,5262.5,68.2,2.13,0.353,95.6,11.23,1
W-0,5263.0,65.7,2.145,0.356,95.0,11.14,1
W-0,5263.5,66.9,2.143,0.316,93.2,11.23,1
W-0,5264.0,68.8,2.176,0.312,91.5,11.19,1
W-0,5264.5,69.4,2.15,0.325,88.0,11.1,1
W-0,5265.0,68.8,2.178,0.318,90.3,11.14,1
W-0,5265.5,68.6,2.127,0.337,93.3,11.15,1
W-0,5266.0,67.9,2.131,0.34,96.1,11.11,1
W-0,5266.5,64.4,2.13,0.355,96.5,11.11,1
W-0,5267.0,66.6,2.154,0.327,88.6,11.23,1
W-0,5267.5,71.1,2.199,0.277,89.2,11.1,1
W-0,5268.0,64.0,2.199,0.311,87.2,11.21,1
W-0,5268.5,68.0,2.125,0.35,93.1,11.13,1
W-0,5269.0,65.2,2.146,0.322,91.2,11.15,1
W-0,5269.5,67.7,2.165,0.328,90.5,11.18,1
W-0,5270.0,65.5,2.111,0.345,93.1,11.12,1
W-0,5270.5,70.7,2.153,0.341,95.8,11.18,1
W-0,5271.0,67.9,2.147,0.325,93.5,11.05,1
W-0,5271.5,62.4,2.146,0.296,93.5,11.18,1
W-0,5272.0,68.2,2.16,0.321,91.6,11.03,1
W-0,5272.5,63.8,2.12,0.318,92.9,11.14,1
W-0,5273.0,64.5,2.113,0.329,95.4,11.2,1
W-0,5273.5,66.8,2.154,0.346,95.9,11.18,1
W-0,5274.0,64.6,2.128,0.339,89.6,11.09,1
W-0,5274.5,69.1,2.104,0.337,93.2,11.1,1
W-0,5275.0,64.2,2.164,0.303,90.3,11.12,1
W-0,5275.5,64.9,2.145,0.336,92.2,11.16,1
W-0,5276.0,64.9,2.155,0.332,91.5,11.05,1
W-0,5276.5,66.0,2.19,0.283,87.4,11.15,1
W-0,5277.0,71.0,2.184,0.297,87.3,11.17,1
W-0,5277.5,69.4,2.163,0.321,90.5,11.14,1
W-0,5278.0,72.4,2.321,0.235,94.3,8.53,0
W-0,5278.5,73.6,2.337,0.253,92.3,8.51,0
W-0,5279.0,63.2,2.331,0.25,92.1,8.47,0
W-0,5279.5,66.2,2.289,0.274,95.9,8.4,0
W-0,5280.0,62.4,2.335,0.231,90.2,8.51,0
W-0,5280.5,63.7,2.311,0.254,89.9,8.45,0
W-0,5281.0,64.2,2.323,0.279,93.8,8.47,0
W-0,5281.5,62.6,2.324,0.24,90.5,8.52,0
W-0,5282.0,63.0,2.321,0.256,94.4,8.57,0
W-0,5282.5,66.0,2.36,0.257,90.4,8.5,0
W-0,5283.0,62.7,2.285,0.263,96.8,8.53,0
W-0,5283.5,68.6,2.327,0.266,89.7,8.43,0
W-0,5284.0,63.6,2.283,0.277,95.7,8.51,0
W-0,5284.5,74.8,2.33,0.273,90.5,8.5,0
W-0,5285.0,64.5,2.313,0.274,93.4,8.56,0
W-0,5285.5,66.0,2.33,0.256,94.3,8.47,0
W-0,5286.0,62.0,2.324,0.252,94.7,8.49,0
W-0,5286.5,70.7,2.326,0.238,89.8,8.55,0
W-0,5287.0,69.0,2.309,0.255,92.1,8.5,0
W-0,5287.5,65.9,2.309,0.268,93.1,8.44,0
W-0,5288.0,61.5,2.342,0.243,92.0,8.63,0
W-0,5288.5,66.7,2.329,0.247,89.6,8.45,0
W-0,5289.0,62.6,2.314,0.242,89.0,8.5,0
W-0,5289.5,70.5,2.27,0.292,97.5,8.52,0
W-0,5290.0,67.6,2.334,0.267,89.6,8.51,0
W-0,5290.5,65.0,2.289,0.264,94.9,8.49,0
W-0,5291.0,57.3,2.308,0.243,92.6,8.49,0
W-0,5291.5,61.2,2.336,0.262,93.9,8.49,0
W-0,5292.0,66.5,2.344,0.256,90.1,8.44,0
W-0,5292.5,68.9,2.333,0.262,91.3,8.61,0
W-0,5293.0,68.1,2.319,0.241,94.4,8.49,0
W-0,5293.5,59.6,2.283,0.27,96.1,8.53,0
W-0,5294.0,65.4,2.307,0.245,92.2,8.48,0
W-0,5294.5,68.2,2.314,0.267,95.3,8.48,0
W-0,5295.0,59.7,2.316,0.28,94.5,8.48,0
W-0,5295.5,64.7,2.295,0.256,98.3,8.42,0
W-0,5296.0,66.3,2.329,0.233,93.7,8.49,0
W-0,5296.5,63.9,2.262,0.272,99.0,8.48,0
W-0,5297.0,58.8,2.34,0.251,90.9,8.56,0
W-0,5297.5,63.2,2.324,0.252,90.6,8.44,0
W-0,5298.0,63.0,2.343,0.245,90.2,8.47,0
W-0,5298.5,63.8,2.255,0.296,96.9,8.46,0
W-0,5299.0,62.7,2.281,0.242,92.8,8.57,0
W-0,5299.5,62.3,2.325,0.264,94.1,8.46,0
W-0,5300.0,63.7,2.283,0.265,96.5,8.53,0
W-0,5300.5,64.9,2.282,0.271,93.7,8.55,0
W-0,5301.0,63.2,2.284,0.262,97.4,8.49,0
W-0,5301.5,62.6,2.368,0.236,90.3,8.43,0
W-0,5302.0,63.9,2.335,0.254,93.5,8.43,0
W-0,5302.5,58.1,2.323,0.262,90.0,8.54,0
W-0,5303.0,65.6,2.356,0.211,88.9,8.44,0
W-0,5303.5,64.3,2.306,0.267,94.6,8.52,0
W-0,5304.0,63.8,2.332,0.238,93.3,8.51,0
W-0,5304.5,66.7,2.298,0.269,93.3,8.52,0
W-0,5305.0,57.6,2.268,0.292,93.5,8.52,0
W-0,5305.5,57.6,2.325,0.266,90.6,8.45,0
W-0,5306.0,63.8,2.327,0.243,92.1,8.45,0
W-0,5306.5,63.1,2.31,0.267,93.2,8.54,0
W-0,5307.0,63.3,2.292,0.283,97.3,8.47,0
W-0,5307.5,60.9,2.336,0.229,92.9,8.36,0
W-0,5308.0,64.6,2.337,0.255,92.0,8.53,0
W-0,5308.5,65.5,2.296,0.279,94.9,8.45,0
W-0,5309.0,63.9,2.321,0.256,95.4,8.52,0
W-0,5309.5,62.2,2.35,0.216,88.3,8.57,0
W-0,5310.0,56.5,2.353,0.251,90.5,8.5,0
W-0,5310.5,65.2,2.289,0.258,94.1,8.55,0
W-0,5311.0,66.6,2.338,0.257,95.8,8.51,0
W-0,5311.5,64.7,2.316,0.245,92.2,8.58,0
W-0,5312.0,60.3,2.31,0.261,91.6,8.45,0
W-0,5312.5,64.7,2.316,0.248,92.9,8.5,0
W-0,5313.0,65.1,2.301,0.256,95.2,8.53,0
W-0,5313.5,67.8,2.36,0.24,90.0,8.49,0
W-0,5314.0,60.0,2.322,0.257,90.6,8.56,0
W-0,5314.5,61.0,2.313,0.286,92.7,8.48,0
W-0,5315.0,64.6,2.325,0.236,93.4,8.6,0
W-0,5315.5,63.5,2.31,0.265,93.4,8.61,0
W-0,5316.0,59.8,2.329,0.227,90.0,8.51,0
W-0,5316.5,63.7,2.318,0.272,91.7,8.53,0
W-0,5317.0,64.0,2.302,0.257,95.2,8.56,0
W-0,5317.5,62.4,2.307,0.253,93.7,8.44,0
W-0,5318.0,62.8,2.31,0.25,92.9,8.43,0
W-0,5318.5,60.9,2.313,0.254,93.3,8.56,0
W-0,5319.0,66.3,2.325,0.249,92.7,8.51,0
W-0,5319.5,59.4,2.318,0.26,94.0,8.49,0
W-0,5320.0,59.7,2.284,0.271,96.3,8.5,0
W-0,5320.5,61.8,2.303,0.238,92.5,8.38,0
W-0,5321.0,65.2,2.319,0.253,90.5,8.49,0
W-0,5321.5,58.2,2.315,0.248,90.5,8.46,0
W-0,5322.0,58.6,2.31,0.271,92.5,8.55,0
W-0,5322.5,56.4,2.319,0.242,92.4,8.55,0
W-0,5323.0,62.8,2.305,0.241,92.7,8.53,0
W-0,5323.5,58.7,2.305,0.261,94.2,8.52,0
W-0,5324.0,60.9,2.287,0.281,93.3,8.43,0
W-0,5324.5,63.9,2.296,0.274,93.3,8.53,0
W-0,5325.0,60.8,2.29,0.264,96.1,8.53,0
W-0,5325.5,63.3,2.326,0.233,90.6,8.56,0
W-0,5326.0,62.4,2.337,0.265,90.0,8.61,0
W-0,5326.5,64.9,2.296,0.242,91.2,8.42,0
W-0,5327.0,64.5,2.315,0.24,92.7,8.48,0
W-0,5327.5,61.1,2.346,0.248,92.9,8.46,0
W-0,5328.0,62.4,2.304,0.227,91.5,8.51,0
W-0,5328.5,66.1,2.334,0.264,91.8,8.5,0
W-0,5329.0,64.6,2.343,0.254,93.3,8.49,0
W-0,5329.5,59.1,2.317,0.261,89.6,8.55,0
W-0,5330.0,64.6,2.292,0.276,98.2,8.44,0
W-0,5330.5,59.3,2.319,0.255,97.0,8.45,0
W-0,5331.0,66.5,2.257,0.272,93.6,8.45,0
W-0,5331.5,65.2,2.316,0.256,93.3,8.48,0
W-0,5332.0,62.9,2.309,0.24,91.5,8.44,0
W-0,5332.5,61.8,2.303,0.262,92.8,8.5,0
W-0,5333.0,60.1,2.293,0.269,93.1,8.49,0
W-0,5333.5,62.9,2.301,0.279,95.3,8.46,0
W-0,5334.0,59.6,2.276,0.286,97.0,8.54,0
W-0,5334.5,60.4,2.317,0.258,90.5,8.5,0
W-0,5335.0,62.6,2.274,0.263,94.7,8.55,0
W-0,5335.5,58.4,2.289,0.253,94.5,8.49,0
W-0,5336.0,57.9,2.338,0.244,88.7,8.5,0
W-0,5336.5,55.7,2.304,0.262,92.5,8.47,0
W-0,5337.0,56.4,2.281,0.275,98.8,8.5,0
W-0,5337.5,54.3,2.316,0.234,90.9,8.54,0
W-0,5338.0,62.9,2.314,0.246,93.1,8.48,0
W-0,5338.5,66.3,2.338,0.243,89.5,8.53,0
W-0,5339.0,65.3,2.328,0.252,91.7,8.46,0
W-0,5339.5,56.1,2.276,0.257,97.9,8.54,0
W-0,5340.0,63.5,2.331,0.258,93.2,8.47,0
W-0,5340.5,65.8,2.305,0.236,88.8,8.54,0
W-0,5341.0,60.7,2.314,0.258,91.4,8.5,0
W-0,5341.5,62.2,2.315,0.266,91.5,8.58,0
W-0,5342.0,55.6,2.314,0.26,91.9,8.44,0
W-0,5342.5,62.3,2.311,0.274,92.0,8.43,0
W-0,5343.0,58.6,2.325,0.264,92.2,8.47,0
W-0,5343.5,63.0,2.323,0.236,89.7,8.43,0
W-0,5344.0,57.5,2.306,0.245,95.6,8.43,0
W-0,5344.5,63.7,2.295,0.258,97.6,8.53,0
W-0,5345.0,65.2,2.282,0.267,95.0,8.5,0
W-0,5345.5,59.7,2.308,0.219,92.5,8.48,0
W-0,5346.0,59.1,2.284,0.264,92.9,8.48,0
W-0,5346.5,55.1,2.337,0.24,92.6,8.47,0
W-0,5347.0,60.4,2.272,0.287,95.9,8.58,0
W-0,5347.5,59.2,2.333,0.247,89.5,8.46,0
W-0,5348.0,55.3,2.274,0.265,95.4,8.43,0
W-0,5348.5,60.9,2.308,0.256,91.5,8.54,0
W-0,5349.0,57.8,2.278,0.29,96.8,8.49,0
W-0,5349.5,55.9,2.287,0.255,96.0,8.6,0
W-0,5350.0,57.9,2.318,0.239,90.4,8.47,0
W-0,5350.5,62.7,2.323,0.224,95.1,8.54,0
W-0,5351.0,60.9,2.278,0.254,93.0,8.55,0
W-0,5351.5,58.6,2.273,0.261,97.9,8.47,0
W-0,5352.0,61.3,2.303,0.257,91.8,8.46,0
W-0,5352.5,55.6,2.3,0.246,93.6,8.54,0
W-0,5353.0,58.8,2.287,0.26,94.2,8.53,0
W-0,5353.5,59.4,2.318,0.244,93.3,8.43,0
W-0,5354.0,57.4,2.329,0.244,92.3,8.44,0
W-0,5354.5,60.4,2.293,0.253,94.3,8.37,0
W-0,5355.0,56.7,2.299,0.265,95.7,8.53,0
W-0,5355.5,60.9,2.278,0.272,95.1,8.49,0
W-0,5356.0,60.6,2.268,0.258,96.8,8.49,0
W-0,5356.5,50.2,2.287,0.259,93.8,8.42,0
W-0,5357.0,62.4,2.294,0.256,92.6,8.45,0
W-0,5357.5,49.2,2.283,0.262,93.3,8.48,0
W-0,5358.0,55.9,2.315,0.251,91.8,8.47,0
W-0,5358.5,61.1,2.295,0.273,93.8,8.51,0
W-0,5359.0,56.9,2.303,0.258,89.3,8.53,0
W-0,5359.5,53.1,2.35,0.232,91.4,8.61,0
W-0,5360.0,54.1,2.281,0.271,96.6,8.5,0
W-0,5360.5,60.9,2.294,0.268,95.7,8.56,0
W-0,5361.0,51.2,2.265,0.257,94.2,8.46,0
W-0,5361.5,59.7,2.282,0.276,92.8,8.42,0
W-0,5362.0,55.8,2.276,0.26,95.1,8.48,0
W-0,5362.5,53.0,2.277,0.249,91.4,8.42,0
W-0,5363.0,54.9,2.304,0.264,95.4,8.5,0
W-0,5363.5,53.9,2.29,0.266,94.3,8.46,0
W-0,5364.0,59.1,2.312,0.248,95.3,8.4,0
W-0,5364.5,58.3,2.265,0.263,92.0,8.59,0
W-0,5365.0,51.1,2.296,0.259,96.5,8.47,0
W-0,5365.5,55.1,2.293,0.258,92.5,8.42,0
W-0,5366.0,53.9,2.306,0.259,93.5,8.54,0
W-0,5366.5,60.3,2.314,0.254,90.7,8.46,0
W-0,5367.0,52.5,2.308,0.257,93.8,8.55,0
W-0,5367.5,61.4,2.306,0.232,92.8,8.46,0
W-0,5368.0,56.8,2.27,0.263,98.9,8.47,0
W-0,5368.5,53.8,2.269,0.245,97.3,8.52,0
W-0,5369.0,54.5,2.282,0.272,94.0,8.53,0
W-0,5369.5,53.3,2.248,0.269,96.2,8.54,0
W-0,5370.0,52.3,2.274,0.259,91.5,8.5,0
W-0,5370.5,56.8,2.243,0.3,101.7,8.53,0
W-0,5371.0,52.5,2.294,0.264,92.3,8.54,0
W-0,5371.5,48.8,2.278,0.248,96.7,8.51,0
W-0,5372.0,54.3,2.291,0.254,94.1,8.49,0
W-0,5372.5,50.4,2.286,0.284,95.2,8.43,0
W-0,5373.0,54.3,2.267,0.29,95.0,8.53,0
W-0,5373.5,54.0,2.272,0.269,94.6,8.5,0
W-0,5374.0,54.0,2.261,0.284,97.2,8.48,0
W-0,5374.5,62.2,2.292,0.25,93.8,8.56,0
W-0,5375.0,56.4,2.284,0.271,95.5,8.43,0
W-0,5375.5,56.9,2.297,0.246,92.0,8.58,0
W-0,5376.0,50.4,2.282,0.271,93.6,8.5,0
W-0,5376.5,54.6,2.28,0.25,94.5,8.52,0
W-0,5377.0,57.9,2.296,0.249,92.5,8.48,0
W-0,5377.5,54.6,2.304,0.251,93.0,8.42,0
W-0,5378.0,60.1,2.25,0.293,98.1,8.49,0
W-0,5378.5,54.1,2.297,0.261,91.4,8.52,0
W-0,5379.0,57.1,2.321,0.234,93.6,8.53,0
W-0,5379.5,56.4,2.331,0.233,94.7,8.49,0
W-0,5380.0,59.1,2.304,0.276,94.8,8.39,0
W-0,5380.5,57.0,2.292,0.294,94.0,8.42,0
W-0,5381.0,58.4,2.286,0.269,94.1,8.6,0
W-0,5381.5,58.7,2.282,0.249,96.8,8.45,0
W-0,5382.0,57.4,2.293,0.24,91.7,8.57,0
W-0,5382.5,60.3,2.303,0.268,93.2,8.45,0
W-0,5383.0,59.6,2.322,0.263,94.7,8.49,0
W-0,5383.5,58.4,2.31,0.236,92.3,8.53,0
W-0,5384.0,56.9,2.314,0.245,94.6,8.46,0
W-0,5384.5,61.2,2.331,0.246,89.2,8.58,0
W-0,5385.0,58.8,2.265,0.28,96.2,8.5,0
W-0,5385.5,59.2,2.284,0.261,97.8,8.52,0
W-0,5386.0,60.5,2.273,0.249,95.2,8.49,0
W-0,5386.5,65.8,2.323,0.264,93.0,8.53,0
W-0,5387.0,56.7,2.299,0.279,93.0,8.58,0
W-0,5387.5,63.1,2.319,0.234,91.6,8.49,0
W-0,5388.0,54.7,2.273,0.272,93.8,8.59,0
W-0,5388.5,61.2,2.3,0.253,93.5,8.47,0
W-0,5389.0,65.3,2.288,0.254,92.6,8.54,0
W-0,5389.5,61.5,2.283,0.274,96.4,8.52,0
W-0,5390.0,60.5,2.343,0.249,93.3,8.45,0
W-0,5390.5,58.3,2.336,0.245,90.6,8.51,0
W-0,5391.0,60.8,2.325,0.266,90.2,8.5,0
W-0,5391.5,60.3,2.289,0.25,96.6,8.46,0
W-0,5392.0,58.7,2.301,0.258,94.0,8.52,0
W-0,5392.5,60.3,2.331,0.241,89.0,8.51,0
W-0,5393.0,61.8,2.324,0.237,88.7,8.5,0
W-0,5393.5,58.8,2.328,0.257,90.9,8.5,0
W-0,5394.0,58.3,2.297,0.25,90.4,8.5,0
W-0,5394.5,56.5,2.348,0.228,89.8,8.48,0
W-0,5395.0,61.5,2.335,0.24,91.8,8.51,0
W-0,5395.5,61.4,2.332,0.249,91.3,8.47,0
W-0,5396.0,60.7,2.291,0.269,94.1,8.63,0
W-0,5396.5,63.1,2.318,0.247,90.1,8.43,0
W-0,5397.0,59.7,2.292,0.261,93.3,8.47,0
W-0,5397.5,60.6,2.283,0.274,98.3,8.47,0
W-0,5398.0,60.7,2.329,0.239,90.5,8.6,0
W-0,5398.5,60.0,2.304,0.245,93.5,8.43,0
W-0,5399.0,59.1,2.275,0.272,92.8,8.52,0
W-0,5399.5,67.3,2.301,0.247,94.8,8.51,0
W-0,5400.0,59.0,2.315,0.27,91.6,8.52,0
W-0,5400.5,57.9,2.275,0.287,97.1,8.56,0
W-0,5401.0,61.3,2.303,0.261,92.6,8.56,0
W-0,5401.5,60.9,2.298,0.274,96.3,8.48,0
W-0,5402.0,56.5,2.296,0.26,95.1,8.51,0
W-0,5402.5,64.5,2.327,0.237,91.9,8.41,0
W-0,5403.0,60.8,2.292,0.259,95.8,8.5,0
W-0,5403.5,57.3,2.302,0.261,92.8,8.46,0
W-0,5404.0,64.0,2.284,0.271,96.4,8.49,0
W-0,5404.5,62.4,2.299,0.255,91.7,8.42,0
W-0,5405.0,56.7,2.319,0.268,93.9,8.52,0
W-0,5405.5,65.6,2.304,0.247,92.5,8.42,0
W-0,5406.0,62.3,2.298,0.257,94.7,8.51,0
W-0,5406.5,60.1,2.317,0.262,89.8,8.44,0
W-0,5407.0,64.6,2.281,0.278,95.7,8.46,0
W-0,5407.5,60.5,2.286,0.258,94.3,8.56,0
W-0,5408.0,59.8,2.341,0.24,90.1,8.53,0
W-0,5408.5,58.0,2.282,0.27,95.6,8.56,0
W-0,5409.0,61.8,2.263,0.284,97.7,8.58,0
W-0,5409.5,61.0,2.296,0.275,94.4,8.46,0
W-0,5410.0,59.4,2.285,0.305,95.9,8.57,0
W-0,5410.5,57.6,2.309,0.26,92.0,8.43,0
W-0,5411.0,59.9,2.321,0.245,93.9,8.54,0
W-0,5411.5,58.4,2.329,0.215,91.7,8.48,0
W-0,5412.0,53.9,2.281,0.255,94.6,8.45,0
W-0,5412.5,53.5,2.316,0.266,94.3,8.53,0
W-0,5413.0,59.6,2.316,0.252,89.0,8.55,0
W-0,5413.5,50.1,2.284,0.205,89.7,8.55,0
W-0,5414.0,59.0,2.284,0.273,94.2,8.51,0
W-0,5414.5,55.8,2.308,0.264,89.0,8.51,0
W-0,5415.0,61.4,1.963,0.39,92.6,10.81,1
W-0,5415.5,56.6,1.91,0.455,96.8,10.8,1
W-0,5416.0,59.6,1.981,0.373,93.1,10.81,1
W-0,5416.5,56.3,1.941,0.441,93.7,10.8,1
W-0,5417.0,57.5,1.982,0.414,93.5,10.83,1
W-0,5417.5,59.0,1.95,0.398,94.9,10.7,1
W-0,5418.0,55.3,1.926,0.438,96.4,10.78,1
W-0,5418.5,60.2,1.947,0.442,94.4,10.72,1
W-0,5419.0,55.0,1.924,0.434,97.4,10.8,1
W-0,5419.5,58.7,1.969,0.412,91.4,10.87,1
W-0,5420.0,61.4,1.939,0.427,98.3,10.76,1
W-0,5420.5,60.6,1.953,0.386,90.8,10.79,1
W-0,5421.0,65.1,1.955,0.43,95.1,10.82,1
W-0,5421.5,57.0,1.945,0.442,93.9,10.68,1
W-0,5422.0,55.2,1.952,0.438,93.9,10.76,1
W-0,5422.5,56.5,1.944,0.398,95.0,10.8,1
W-0,5423.0,62.8,1.986,0.389,91.3,10.64,1
W-0,5423.5,62.6,1.993,0.391,86.7,10.74,1
W-0,5424.0,61.2,1.962,0.409,90.3,10.84,1
W-0,5424.5,57.9,1.963,0.42,95.5,10.84,1
W-0,5425.0,63.4,1.936,0.436,97.2,10.81,1
W-0,5425.5,57.2,1.964,0.399,96.0,10.83,1
W-0,5426.0,64.7,1.981,0.409,90.6,10.8,1
W-0,5426.5,69.9,1.952,0.436,93.1,10.81,1
W-0,5427.0,62.5,1.98,0.406,91.9,10.77,1
W-0,5427.5,63.1,1.985,0.419,93.8,10.79,1
W-0,5428.0,60.1,1.974,0.386,90.4,10.75,1
W-0,5428.5,56.3,1.933,0.432,98.7,10.85,1
W-0,5429.0,59.1,1.977,0.407,95.0,10.86,1
W-0,5429.5,57.9,1.975,0.415,93.3,10.86,1
W-0,5430.0,56.5,1.967,0.423,93.5,10.77,1
W-0,5430.5,65.4,1.984,0.407,89.4,10.74,1
W-0,5431.0,61.0,1.968,0.418,96.3,10.85,1
W-0,5431.5,61.4,1.925,0.44,96.5,10.81,1
W-0,5432.0,59.0,1.982,0.424,92.0,10.8,1
W-0,5432.5,59.8,1.961,0.421,94.8,10.75,1
W-0,5433.0,62.6,2.016,0.389,87.4,10.81,1
W-0,5433.5,59.5,1.959,0.415,93.6,10.73,1
W-0,5434.0,60.9,1.991,0.407,90.7,10.82,1
W-0,5434.5,58.7,1.968,0.415,93.6,10.86,1
W-0,5435.0,58.4,1.942,0.424,95.3,10.87,1
W-0,5435.5,54.8,1.958,0.419,94.7,10.82,1
W-0,5436.0,53.4,1.982,0.416,92.9,10.72,1
W-0,5436.5,58.6,1.977,0.41,92.6,10.8,1
W-0,5437.0,58.7,1.989,0.392,88.2,10.89,1
W-0,5437.5,53.9,1.983,0.4,92.7,10.74,1
W-0,5438.0,57.7,1.939,0.411,94.2,10.78,1
W-0,5438.5,57.8,1.992,0.399,89.1,10.86,1
W-0,5439.0,51.2,1.978,0.413,92.3,10.82,1
W-0,5439.5,54.9,2.307,0.264,93.2,8.62,0
W-0,5440.0,58.9,2.264,0.273,94.4,8.46,0
W-0,5440.5,59.3,2.282,0.29,94.7,8.45,0
W-0,5441.0,54.2,2.311,0.247,93.9,8.56,0
W-0,5441.5,57.7,2.271,0.264,95.6,8.44,0
W-0,5442.0,59.8,2.308,0.238,92.1,8.49,0
W-0,5442.5,59.2,2.267,0.25,96.0,8.5,0
W-0,5443.0,57.1,2.339,0.261,91.0,8.55,0
W-0,5443.5,55.8,2.262,0.288,94.2,8.53,0
W-0,5444.0,54.3,2.303,0.262,93.1,8.52,0
W-0,5444.5,56.9,2.306,0.237,93.6,8.48,0
W-0,5445.0,55.7,2.309,0.279,92.1,8.56,0
W-0,5445.5,56.8,2.272,0.259,94.1,8.7,0
W-0,5446.0,55.1,2.289,0.251,91.1,8.53,0
W-0,5446.5,57.2,2.266,0.284,96.6,8.5,0
W-0,5447.0,54.9,2.301,0.261,92.9,8.44,0
W-0,5447.5,57.4,2.261,0.294,94.0,8.47,0
W-0,5448.0,57.4,2.273,0.268,95.1,8.49,0
W-0,5448.5,52.0,2.265,0.255,92.3,8.47,0
W-0,5449.0,49.2,2.297,0.248,91.8,8.5,0
