hour,speed,flow,p_suct,p_disc,t_suct,t_disc,vib,power
1556,7786.53,77.89,349.61,980.88,90.23,228.24,2.18,116.95
1557,7910.97,84.12,345.85,974.23,90.58,225.97,2.2,126.59
1558,7990.22,90.8,350.83,997.62,90.75,227.61,2.47,136.6
1559,8026.9,92.62,354.93,1008.64,89.48,228.3,2.25,148.2
1560,8103.65,96.61,348.58,996.28,90.28,234.96,2.25,151.38
1561,8245.69,100.25,350.38,1022.68,90.35,233.29,2.29,161.32
1562,8294.17,102.7,352.27,1023.7,86.36,230.11,2.35,165.0
1563,8353.15,105.55,343.8,994.64,90.97,234.31,2.29,162.04
1564,8391.08,110.09,348.43,1034.82,90.22,239.02,2.28,181.71
1565,8486.66,113.69,351.09,1034.11,90.85,237.17,2.35,188.03
1566,8436.3,111.17,341.31,1006.68,88.07,237.92,1.88,177.01
1567,8499.81,116.04,347.07,1037.41,89.53,241.03,2.57,187.43
1568,8477.96,113.88,353.3,1046.01,88.36,238.5,2.49,186.15
1569,8299.06,103.65,353.01,1029.97,91.12,237.32,2.25,167.2
1570,8269.96,105.26,351.12,1019.17,87.89,233.58,2.01,168.38
1571,8207.68,101.52,352.65,1012.66,88.61,233.29,2.39,157.71
1572,8200.16,98.51,350.65,1008.17,90.8,235.22,2.1,150.94
1573,7985.8,91.64,351.67,1003.81,89.06,233.9,2.28,145.65
1574,7833.58,81.95,349.05,982.21,88.61,228.24,2.01,119.08
1575,7746.72,78.16,350.35,975.91,91.36,225.14,2.55,112.47
1576,7747.09,79.43,348.1,972.29,91.42,228.81,2.0,112.92
1577,7817.09,81.51,353.79,979.65,91.08,226.39,2.22,117.47
1578,7572.04,71.08,354.56,978.11,91.27,228.39,1.92,108.46
1579,7715.07,77.69,354.14,987.1,89.65,223.03,2.21,119.92
1580,7757.51,80.72,348.78,987.57,89.69,229.39,2.15,121.42
1581,7770.96,79.61,347.14,972.19,89.03,223.94,2.38,118.91
1582,7851.26,85.08,353.83,995.43,90.25,228.47,2.14,128.72
1583,7945.15,86.66,351.63,995.67,89.21,227.35,2.37,128.04
1584,8132.26,94.89,350.99,1002.74,89.35,230.78,2.05,152.63
1585,8055.0,92.81,348.1,999.77,90.9,229.7,2.16,146.86
1586,8065.95,95.64,351.28,1011.05,91.78,235.47,2.16,149.98
1587,8380.59,105.67,346.74,1011.35,90.6,236.17,2.3,163.33
1588,8290.55,106.07,351.9,1021.12,92.69,237.0,2.28,166.99
1589,8410.78,109.9,354.14,1042.2,88.94,240.01,2.34,176.6
1590,8325.03,108.44,354.89,1046.77,87.24,234.11,2.27,177.58
1591,8296.01,105.42,352.13,1030.57,91.07,237.67,2.32,169.93
1592,8329.36,106.93,345.85,1017.53,88.84,236.13,2.09,168.69
1593,8265.42,101.42,350.59,1024.67,89.59,235.55,2.27,157.07
1594,8208.92,101.15,356.42,1035.58,87.35,236.05,2.45,168.74
1595,8109.46,96.44,347.39,996.37,88.65,230.2,1.95,148.52
1596,8010.08,90.86,349.82,999.32,87.75,227.16,2.27,140.73
1597,7872.04,85.9,354.24,1007.99,89.35,232.82,2.3,131.34
1598,7893.96,85.02,351.85,995.47,89.41,227.32,2.42,124.5
1599,7613.86,73.6,357.44,993.92,90.13,221.95,2.34,110.51
1600,7640.54,73.02,347.8,960.03,91.86,223.89,2.24,104.75
1601,7693.95,76.78,347.03,960.64,91.02,222.62,2.29,113.57
1602,7669.5,77.77,353.67,978.55,87.57,217.99,2.12,117.69
1603,7552.05,65.84,346.41,948.3,90.91,222.15,2.19,96.17
1604,7620.83,70.0,349.41,970.02,90.17,224.8,2.03,105.81
1605,7796.55,77.11,349.8,965.18,89.85,225.61,2.44,117.69
1606,7819.98,79.87,353.11,988.9,89.97,227.71,2.28,121.25
1607,7876.1,84.75,351.84,990.76,90.31,229.09,2.07,131.35
1608,7962.71,87.76,351.37,989.06,88.96,224.7,2.24,133.79
1609,8041.97,91.19,348.79,999.05,89.73,232.73,2.37,134.39
1610,8126.23,97.49,353.65,1016.1,91.78,236.49,2.35,152.23
1611,8145.73,97.89,362.08,1046.3,88.94,232.94,2.07,155.77
1612,8264.83,101.74,352.07,1033.97,88.46,236.09,1.75,164.84
1613,8308.31,103.98,350.3,1027.94,89.91,234.03,2.28,164.36
1614,8295.87,100.26,346.11,1011.14,88.3,236.07,2.08,159.62
1615,8279.2,103.01,348.09,1019.62,87.42,237.27,2.32,166.74
1616,8358.26,106.82,349.36,1027.17,89.48,237.33,2.38,175.17
1617,8101.72,95.37,348.4,1010.28,92.17,234.96,2.37,154.25
1618,8109.93,95.75,349.95,1010.79,89.94,232.75,2.46,144.59
1619,7907.73,89.2,355.33,1005.91,90.27,228.24,2.39,133.64
1620,7942.39,83.94,353.74,995.32,86.8,223.62,2.46,136.33
1621,7749.12,78.4,349.52,982.59,90.66,229.36,2.42,120.56
1622,7718.96,78.87,346.38,965.88,90.14,226.44,2.44,116.37
1623,7728.32,70.84,354.01,975.26,89.0,224.28,2.22,104.36
1624,7631.35,71.51,349.85,963.67,90.27,224.38,2.05,103.91
1625,7547.4,67.29,344.82,946.96,90.26,221.27,2.61,90.18
1626,7385.28,62.23,352.14,955.13,88.41,217.87,2.3,86.81
1627,7604.01,69.6,353.08,974.81,90.5,223.21,2.42,102.26
1628,7631.07,71.3,342.72,938.98,91.8,223.71,2.16,98.65
1629,7655.96,79.01,347.53,966.15,89.66,228.48,2.37,114.07
1630,7617.75,68.93,349.67,963.19,88.7,225.97,1.87,108.07
1631,7787.13,78.59,352.2,979.69,89.73,226.71,2.15,116.1
1632,7874.19,81.79,348.45,980.85,91.28,229.25,2.19,123.36
1633,7995.05,89.36,347.5,993.82,88.16,226.54,2.27,137.54
1634,8033.74,93.44,352.18,1008.91,90.87,232.79,2.36,147.15
1635,8190.04,99.56,348.6,1016.69,88.98,232.82,2.05,156.18
1636,8062.06,94.0,351.63,1020.49,90.36,237.94,2.3,152.77
1637,8254.34,104.9,346.67,1008.1,89.15,230.8,2.4,165.88
1638,8275.59,99.85,345.94,992.12,89.15,231.75,2.57,149.05
1639,8225.62,102.76,352.27,1028.38,92.28,236.22,2.32,164.4
1640,8116.98,95.46,350.76,1008.6,87.89,230.22,2.13,148.32
1641,8143.64,95.87,352.77,1015.12,90.73,234.59,2.02,149.87
1642,7936.57,89.67,348.4,985.25,92.6,233.42,2.48,136.91
1643,8015.69,90.22,347.61,989.18,91.03,231.02,2.31,139.14
1644,7833.02,83.43,354.08,998.92,88.0,227.87,2.21,129.17
1645,7706.12,81.51,345.43,967.44,88.08,223.58,1.97,121.29
1646,7662.14,73.78,353.75,988.05,88.87,225.69,2.08,111.34
1647,7680.1,74.29,353.96,983.68,90.24,227.54,2.32,104.48
1648,7546.98,68.58,352.58,965.22,90.34,223.33,2.3,102.22
1649,7500.6,67.74,347.94,946.95,88.09,218.25,1.97,97.98
1650,7495.07,66.03,347.55,950.54,88.69,220.36,2.36,91.69
1651,7581.76,70.63,349.37,965.5,88.78,225.07,2.0,104.25
1652,7578.0,70.2,346.11,957.67,89.73,222.05,2.44,104.0
1653,7602.35,71.19,347.11,955.46,92.98,224.51,2.27,106.48
1654,7731.86,77.43,351.93,978.33,88.6,225.2,2.15,116.74
1655,7702.05,76.76,351.95,982.66,88.53,223.96,2.37,115.94
1656,7919.81,85.65,346.85,980.09,88.3,224.13,2.25,131.6
1657,7919.82,85.04,352.03,990.37,90.95,231.47,2.4,127.9
1658,8180.27,95.58,351.36,1008.61,89.94,229.87,2.22,150.37
1659,8174.2,96.69,354.53,1024.79,88.66,231.92,2.23,151.98
1660,8387.85,106.11,351.71,1035.99,89.46,236.16,2.19,175.98
1661,8262.64,103.08,353.18,1031.97,88.81,234.28,2.25,161.27
1662,8290.02,103.7,351.43,1019.42,90.44,233.21,2.48,167.1
1663,8371.59,109.2,352.94,1034.9,94.03,242.44,2.16,177.12
1664,8304.04,101.35,346.14,1010.78,90.83,237.07,2.32,163.06
1665,8156.18,98.72,349.63,1014.18,89.86,236.29,2.07,153.44
1666,8161.83,96.3,349.88,1005.96,89.0,230.33,1.89,150.34
1667,8045.68,91.14,349.27,996.52,87.98,233.13,2.23,140.29
1668,7966.92,88.34,351.33,990.85,91.1,225.71,2.26,135.53
1669,7784.27,80.52,351.9,989.97,91.02,225.79,2.19,118.89
1670,7733.34,75.41,351.18,980.02,89.3,229.1,1.99,114.66
1671,7677.95,72.84,349.47,960.31,91.82,225.99,2.28,100.23
1672,7639.82,73.33,347.79,960.29,90.03,224.9,2.27,104.82
1673,7604.68,71.67,353.29,980.97,91.16,227.4,2.1,102.27
1674,7628.75,68.67,351.05,960.57,90.44,223.99,2.04,102.18
1675,7542.24,65.42,346.94,945.76,89.73,222.03,2.21,94.53
1676,7723.38,76.23,349.42,977.45,88.57,223.52,2.32,115.28
1677,7734.92,79.9,344.77,961.38,89.78,227.62,2.28,121.69
1678,7757.3,79.11,350.11,981.56,91.26,229.91,2.08,117.86
1679,7879.15,82.37,349.4,988.11,89.24,231.2,2.22,126.96
1680,7883.48,86.74,348.28,986.14,90.66,233.56,2.33,131.75
1681,8047.82,92.34,354.75,1013.6,88.38,230.34,2.02,144.41
1682,8178.83,99.45,346.53,1005.91,91.17,233.48,2.22,159.99
1683,8396.1,107.26,352.12,1038.13,90.47,242.33,2.43,181.57
1684,8313.99,100.47,356.56,1048.27,88.2,233.83,2.03,164.13
1685,8347.45,110.86,353.23,1036.17,89.66,237.65,2.42,182.95
1686,8373.08,106.54,349.91,1035.32,91.4,240.06,2.48,174.93
1687,8489.16,107.4,346.6,1019.87,88.11,235.24,2.21,173.33
1688,8380.53,106.73,345.91,1011.51,88.39,236.49,2.18,170.0
1689,8325.78,107.42,348.77,1022.44,89.9,237.51,2.38,171.38
1690,8224.16,97.45,347.94,1013.02,93.2,239.73,2.18,143.31
1691,8046.16,94.34,347.84,999.76,88.99,230.02,1.85,151.07
1692,7944.52,90.43,349.02,992.19,90.74,230.7,2.19,136.3
1693,7924.31,86.94,349.69,995.34,90.39,229.44,2.27,132.87
1694,7815.29,79.7,351.46,986.54,89.12,226.41,2.32,119.85
1695,7765.68,79.98,346.29,969.25,90.24,227.1,2.08,116.25
1696,7687.89,78.21,347.95,964.94,89.33,228.24,2.18,115.71
1697,7831.05,79.61,349.52,983.99,89.46,227.27,2.35,120.16
1698,7603.81,73.17,349.41,963.22,87.51,217.36,2.23,104.9
1699,7741.34,76.77,355.51,983.24,89.96,227.44,1.99,115.3
1700,7667.42,75.64,350.7,978.8,91.35,228.86,2.41,113.15
1701,7819.98,77.77,345.16,964.61,90.09,226.66,2.18,117.63
1702,7875.69,85.52,351.25,1001.55,91.64,231.81,2.37,128.36
1703,7930.7,85.23,351.64,985.14,90.87,226.31,1.99,126.17
1704,8058.1,93.25,349.62,1004.72,89.91,236.53,2.18,147.78
1705,8260.0,104.8,346.36,1007.96,89.06,234.76,2.3,163.38
1706,8280.63,103.0,355.27,1030.51,89.27,230.66,2.2,163.07
1707,8433.92,107.47,346.79,1017.88,87.79,236.03,2.06,170.3
1708,8493.71,114.53,351.98,1052.91,89.6,243.96,1.9,191.45
1709,8481.42,108.99,350.6,1039.02,90.22,240.37,2.48,178.92
1710,8459.1,112.53,351.8,1037.4,92.57,239.5,2.29,183.64
1711,8332.21,109.85,355.12,1033.89,90.79,234.62,2.41,174.82
1712,8458.46,114.87,351.68,1033.63,88.7,234.9,2.39,189.54
1713,8341.13,108.7,348.32,1021.6,87.84,238.34,2.32,178.81
1714,8217.95,101.85,353.32,1025.52,89.69,234.62,2.17,157.48
1715,8236.18,99.8,348.11,1009.71,91.22,232.77,2.29,152.76
1716,8058.99,93.99,350.49,995.33,89.67,230.74,2.42,147.63
1717,8008.93,90.78,346.12,985.93,90.81,232.04,2.21,143.34
1718,7927.36,87.18,346.9,991.01,89.73,230.41,2.49,127.39
1719,7801.02,81.16,350.15,988.58,91.08,228.17,1.99,126.14
1720,7837.6,86.11,351.1,978.73,87.6,221.91,1.96,133.97
1721,7735.0,75.16,344.89,953.51,92.41,229.4,2.37,106.59
1722,7726.58,74.39,351.49,973.6,88.33,224.03,2.1,115.36
1723,7895.91,81.21,347.54,979.45,91.19,230.9,2.51,121.92
1724,7833.59,84.27,353.84,990.14,89.59,227.35,2.41,128.93
1725,7865.61,83.38,348.94,991.51,89.83,230.99,2.44,125.67
1726,7859.64,85.99,346.63,978.88,89.64,227.9,2.34,132.84
1727,7986.89,89.17,350.23,997.47,90.38,230.97,2.06,140.31
1728,8117.67,97.27,347.25,1008.09,90.69,238.17,1.95,158.76
1729,8197.9,100.31,353.81,1026.92,91.59,239.58,2.44,165.68
1730,8265.94,103.42,350.0,1024.91,92.11,236.84,2.0,166.76
1731,8339.2,107.72,349.54,1024.46,90.5,237.54,2.47,183.38
1732,8360.21,108.86,351.78,1032.04,92.57,241.99,2.34,181.31
1733,8373.0,112.41,346.99,1019.56,90.14,241.96,2.23,182.5
1734,8480.62,112.02,346.13,1035.77,91.62,247.39,2.32,181.83
1735,8470.51,115.85,351.23,1047.86,90.64,240.68,2.33,188.58
1736,8323.55,106.7,346.7,1019.81,89.18,240.0,2.2,167.33
1737,8415.25,105.78,346.7,1013.3,90.27,237.26,2.45,165.78
1738,8230.7,101.64,352.51,1030.34,90.75,239.63,2.42,168.92
1739,8212.83,101.41,351.58,1012.35,89.95,235.04,2.23,161.65
1740,8097.57,92.98,346.24,985.45,90.62,229.06,2.11,140.12
1741,8091.43,92.13,348.14,995.39,91.3,234.35,2.4,142.07
1742,7883.79,86.85,347.29,993.67,89.96,234.09,1.9,133.36
1743,7750.7,79.11,355.33,1001.51,85.58,224.54,2.28,124.71
1744,7745.28,82.57,352.72,985.54,92.52,229.18,2.32,122.23
1745,7753.97,75.2,348.74,963.8,89.55,221.37,2.1,111.74
1746,7626.24,75.32,351.73,966.71,88.77,223.96,2.37,111.77
1747,7696.26,78.01,345.93,963.69,88.31,225.32,2.21,112.68
1748,7689.85,74.88,347.98,969.26,89.5,224.23,2.14,116.2
1749,7801.08,81.16,350.31,989.4,89.16,227.94,2.35,123.14
1750,7876.85,80.52,351.36,992.11,88.89,228.6,2.04,120.34
1751,8003.08,84.66,349.71,989.84,88.98,227.74,2.33,132.23
1752,8007.14,92.22,350.74,1004.2,90.79,233.13,1.9,144.29
1753,8079.15,96.14,350.24,1004.65,93.05,232.31,2.25,151.75
1754,8221.02,103.95,349.51,1022.96,91.23,241.18,2.23,163.95
1755,8330.57,102.33,349.11,1020.74,91.68,238.8,2.15,167.1
1756,8437.61,114.54,348.72,1033.57,89.43,237.46,2.31,194.75
1757,8488.42,113.04,350.7,1044.13,90.16,236.57,2.25,184.15
1758,8357.92,109.94,351.23,1030.97,90.64,240.68,2.39,180.13
1759,8400.84,106.5,350.6,1035.9,89.01,239.61,2.32,172.5
1760,8294.27,102.44,346.46,1003.23,89.36,234.74,2.29,169.43
1761,8230.8,98.23,347.0,1003.65,91.28,237.69,2.26,158.28
1762,8132.29,98.48,351.2,1013.5,91.64,237.52,2.14,157.03
1763,8068.85,90.69,354.42,1007.02,90.1,231.29,2.16,137.9
1764,7947.78,85.87,350.46,992.35,88.21,227.77,2.24,128.91
1765,7917.71,82.71,348.76,982.99,89.56,227.83,2.18,127.91
1766,7766.03,78.8,350.67,984.28,87.84,227.0,2.38,115.42
1767,7720.29,79.69,346.59,968.77,90.11,230.35,2.23,114.69
1768,7567.7,74.03,353.93,980.77,90.38,225.95,2.29,111.33
1769,7732.35,77.21,350.56,979.99,89.59,230.03,2.0,116.88
1770,7542.93,69.91,347.99,953.57,90.36,224.62,2.38,102.76
1771,7631.68,69.3,349.5,963.95,90.63,226.21,2.15,100.8
1772,7584.17,69.03,348.42,960.99,90.39,230.07,2.09,104.32
1773,7811.83,78.61,353.94,995.9,88.2,230.38,2.46,118.3
1774,7834.7,82.19,349.39,980.25,89.62,231.22,2.31,126.2
1775,7874.06,85.18,350.47,979.47,90.61,226.44,2.35,129.06
1776,7914.42,85.65,351.72,983.55,92.37,234.3,2.27,131.55
1777,8063.27,91.1,347.78,993.64,89.59,231.52,2.19,144.65
1778,8070.97,94.81,350.58,993.27,90.83,230.68,2.16,144.63
1779,8316.19,102.98,350.82,1031.71,91.32,235.49,2.33,166.15
1780,8298.26,103.66,345.34,1011.63,89.71,238.02,2.39,160.5
1781,8283.64,102.99,350.76,1021.13,91.72,235.86,2.21,159.43
1782,8150.11,97.57,349.86,1006.28,91.8,236.23,2.52,153.05
1783,8252.61,103.73,350.39,1023.22,92.07,236.7,2.18,167.09
1784,8311.24,103.62,350.11,1015.27,90.69,239.75,2.01,162.04
1785,8235.9,101.66,350.78,1014.61,93.54,239.54,1.96,159.23
1786,8190.56,96.87,354.01,1017.96,89.08,237.22,1.95,158.98
1787,7863.61,89.96,346.46,981.56,93.19,231.52,2.14,139.74
1788,7915.69,87.99,348.97,990.76,91.15,235.09,2.17,131.57
1789,7851.94,81.87,352.0,996.76,92.01,228.72,2.31,125.28
1790,7604.49,71.65,351.44,975.32,89.52,226.18,2.23,108.65
1791,7700.12,71.85,351.38,970.11,91.27,225.18,2.36,104.88
1792,7578.69,70.09,358.26,990.09,92.14,226.69,2.25,103.95
1793,7499.99,65.53,351.84,958.21,88.37,219.85,2.26,94.54
1794,7420.55,62.81,353.39,948.85,89.76,217.69,2.19,93.43
1795,7446.84,68.51,349.08,950.21,86.79,216.7,2.47,102.74
1796,7519.72,66.07,347.02,946.88,89.73,221.74,2.02,93.06
1797,7638.94,69.56,349.06,958.93,88.78,223.23,2.28,103.41
1798,7646.01,73.19,352.14,970.47,89.67,226.83,2.2,108.74
1799,7735.19,77.83,351.22,978.45,94.39,231.99,2.33,114.15
1800,7915.43,87.05,351.21,993.61,92.58,235.11,2.2,133.37
1801,8036.57,91.33,349.36,1003.94,87.84,228.42,2.2,139.64
1802,8064.18,93.75,348.88,989.75,90.83,230.76,2.16,147.88
1803,8106.82,95.39,349.46,999.63,91.2,235.2,2.41,153.75
1804,8197.54,99.4,352.17,1017.04,89.49,234.87,2.21,157.52
1805,8117.14,94.6,352.52,1020.47,90.27,233.72,2.5,149.8
1806,8244.01,104.32,346.98,1010.68,90.41,238.9,2.26,169.7
1807,8205.95,102.13,352.29,1020.46,87.98,232.31,2.22,167.78
1808,8183.55,101.63,348.05,1012.4,88.45,233.18,2.19,158.83
1809,8157.95,98.76,351.41,1022.23,90.26,237.53,2.29,158.77
1810,7919.34,88.17,349.42,992.94,90.15,231.37,2.11,136.15
1811,7882.13,84.28,354.7,996.21,88.94,226.65,2.23,127.57
1812,7898.86,86.15,348.75,986.22,88.81,227.9,2.2,133.19
1813,7832.87,77.32,350.54,979.51,89.87,225.47,2.26,114.78
1814,7681.51,76.78,351.82,976.28,91.33,226.9,2.27,113.68
1815,7602.63,70.47,347.38,953.6,89.89,226.32,2.3,102.55
1816,7601.48,68.83,349.78,967.26,92.43,228.68,2.25,97.75
1817,7562.22,66.23,349.2,960.42,88.96,225.54,2.48,91.14
1818,7558.91,67.55,348.46,959.53,90.29,226.29,2.31,102.31
1819,7537.48,68.85,348.68,959.77,89.47,223.16,2.65,99.13
1820,7471.43,66.67,353.34,963.65,90.88,220.68,2.28,104.75
1821,7659.79,74.57,348.2,962.06,88.83,222.52,2.37,116.32
1822,7759.58,81.92,351.7,988.16,92.89,230.53,2.1,123.9
1823,7793.56,82.0,350.94,988.59,87.46,225.47,2.42,133.04
1824,7834.11,84.63,345.81,986.81,92.57,236.79,2.1,133.43
1825,8017.34,91.05,351.56,1006.53,90.13,235.02,2.27,141.47
1826,8105.18,95.9,345.76,1000.43,90.83,240.5,2.16,143.08
1827,8267.92,101.21,351.88,1025.83,92.0,237.44,2.28,166.37
1828,8231.83,96.31,348.48,1009.05,91.29,239.94,2.17,153.26
1829,8242.12,104.86,350.03,1018.91,88.9,238.76,2.1,170.26
1830,8342.93,105.09,346.12,1015.69,90.9,238.94,2.19,168.84
1831,8259.84,102.76,350.37,1025.61,92.8,241.68,2.45,163.61
1832,8189.33,97.76,352.78,1028.0,88.67,238.02,2.28,157.63
1833,8198.68,100.22,347.58,1010.45,93.18,239.44,2.02,162.2
1834,8171.99,100.03,348.18,1002.86,90.58,234.65,2.37,156.61
1835,8022.68,95.21,351.36,1003.38,89.35,230.57,2.07,148.35
1836,7987.09,85.43,351.44,991.34,88.66,223.8,2.31,126.93
1837,7832.65,81.79,342.7,971.84,89.67,230.84,2.29,124.23
1838,7821.26,80.8,356.05,998.42,87.07,224.31,2.3,121.59
1839,7610.92,74.61,351.59,977.2,89.38,224.18,2.51,115.41
1840,7616.63,71.66,352.09,971.8,89.61,226.0,2.11,104.86
1841,7632.83,70.13,349.57,964.73,88.39,221.02,2.33,103.18
1842,7649.33,72.88,344.43,951.38,91.12,228.42,2.42,113.42
1843,7606.84,67.19,352.02,960.44,89.67,223.9,2.15,97.75
1844,7633.99,72.79,348.3,953.64,89.05,222.18,2.13,104.99
1845,7609.73,72.53,351.63,978.64,89.51,226.69,2.19,111.56
1846,7795.25,81.63,349.34,979.83,90.53,226.95,2.26,118.55
1847,7856.44,78.43,350.71,991.89,90.11,232.15,1.99,125.11
1848,7955.63,88.98,347.68,996.19,88.95,232.62,2.28,142.16
1849,8169.79,99.6,352.59,1014.24,90.19,234.89,1.99,160.5
1850,8175.61,99.9,346.43,1003.16,89.92,236.56,2.4,147.72
1851,8298.42,101.18,356.74,1041.82,88.29,234.59,2.3,166.46
1852,8349.03,105.29,356.71,1038.97,89.57,233.57,2.51,169.44
1853,8470.75,108.31,354.9,1046.23,90.87,242.59,2.34,184.37
1854,8431.7,113.04,353.83,1047.57,90.86,243.01,2.2,192.73
1855,8356.59,107.65,349.75,1024.5,89.66,236.93,2.11,176.6
1856,8398.43,105.8,353.5,1035.81,91.02,240.25,2.27,170.59
1857,8387.66,107.27,349.71,1025.91,88.53,239.73,2.23,179.82
1858,8243.21,98.23,345.34,1015.73,88.58,240.03,2.39,158.13
1859,8077.35,92.08,354.51,1007.75,89.62,230.19,2.06,150.72
1860,8092.88,94.23,353.39,1017.04,92.25,233.63,2.5,151.71
1861,7917.98,86.81,349.91,988.17,90.24,227.94,2.39,135.27
1862,7904.93,84.48,346.32,979.3,89.59,229.56,2.17,127.6
1863,7806.27,82.35,348.24,978.77,92.32,234.59,2.47,129.7
1864,7733.53,80.0,344.54,965.43,89.57,226.88,2.1,121.84
1865,7690.92,74.38,352.84,985.48,93.35,230.29,2.25,118.14
1866,7673.17,75.58,345.19,959.25,89.23,225.1,2.03,112.69
1867,7772.28,78.25,350.86,984.64,88.48,226.54,2.49,119.65
1868,7736.66,80.17,347.47,975.09,89.75,228.86,1.97,123.41
1869,7840.89,81.73,345.72,975.69,89.63,227.34,1.99,128.83
1870,7911.0,87.23,350.72,992.41,88.79,231.77,2.11,138.32
1871,7955.75,89.82,349.0,994.57,93.9,235.94,2.4,140.45
1872,8084.54,91.22,352.51,1012.82,90.48,239.53,2.34,139.7
1873,8155.76,96.29,346.2,994.04,90.7,232.33,2.22,153.2
1874,8215.82,100.72,347.73,1003.0,89.31,237.52,2.37,155.03
1875,8284.44,103.21,342.84,989.98,89.13,237.22,2.2,161.58
1876,8535.47,113.81,343.45,1017.87,91.54,241.96,2.32,185.48
1877,8562.65,117.86,355.39,1062.4,87.49,240.03,2.52,197.57
1878,8538.09,115.7,356.25,1057.19,88.29,238.13,2.24,197.74
1879,8390.28,109.19,350.28,1036.77,89.63,238.69,2.12,188.11
1880,8480.13,115.15,347.53,1031.03,92.03,243.54,2.33,189.66
1881,8449.72,110.56,349.1,1039.76,89.44,241.85,2.36,187.3
1882,8283.17,103.85,352.62,1030.87,90.62,235.48,2.24,177.71
1883,8179.57,100.41,348.46,1006.41,90.04,240.01,2.36,162.44
1884,7992.59,90.94,350.71,1003.63,91.94,234.75,2.17,141.52
1885,8034.62,89.43,349.96,1004.03,87.62,231.64,2.22,142.14
1886,7877.97,86.5,348.29,980.11,91.1,229.64,2.26,133.64
1887,7852.05,82.55,348.42,974.84,89.7,227.76,2.25,129.51
1888,7716.52,78.19,350.88,977.08,91.39,228.36,2.46,122.26
1889,7791.66,78.98,347.07,966.64,88.77,226.45,2.27,109.76
1890,7827.91,79.52,351.36,990.21,90.04,230.18,2.16,120.24
1891,7720.56,78.55,348.59,968.3,89.85,228.65,2.3,117.61
1892,7755.02,79.16,350.38,985.6,88.5,228.78,2.37,118.54
1893,7735.0,78.37,354.15,977.57,88.08,225.37,2.33,106.75
1894,7939.95,87.44,349.5,990.26,89.13,230.41,2.31,133.29
1895,8007.96,89.41,352.76,1012.23,90.19,234.66,1.98,142.64
1896,8070.29,92.11,344.62,981.39,88.86,230.76,1.83,140.29
1897,8261.85,100.55,348.59,1012.8,89.5,238.31,2.41,158.6
1898,8302.11,105.01,350.08,1019.62,87.17,235.19,2.29,170.41
1899,8326.41,104.77,355.77,1038.65,89.44,237.07,2.22,174.41
1900,8420.74,112.07,344.12,1016.11,91.54,241.71,2.35,181.14
1901,8562.26,114.98,349.71,1034.71,91.06,242.01,2.56,195.48
1902,8498.21,114.88,354.37,1053.44,89.87,242.14,2.48,195.13
1903,8447.38,113.52,347.64,1032.27,90.37,242.14,2.4,185.85
1904,8469.41,112.31,349.36,1033.51,88.76,238.7,2.12,182.93
1905,8325.42,104.58,351.0,1021.7,92.44,241.3,2.11,169.34
1906,8267.68,103.99,350.55,1028.83,93.1,243.88,1.86,174.42
1907,8202.76,101.18,354.7,1031.99,90.25,240.98,2.31,163.46
1908,8071.42,92.57,351.35,1002.39,93.89,235.56,2.37,147.83
1909,7953.0,90.74,353.98,1004.04,88.98,231.95,2.38,143.17
1910,7858.52,83.54,348.92,978.37,88.12,223.55,2.31,133.61
1911,7843.99,84.04,347.78,981.27,88.94,231.17,2.18,130.21
1912,7783.05,79.67,349.32,979.16,89.67,225.98,2.13,119.44
1913,7615.93,72.24,346.52,956.07,93.47,227.61,2.12,109.18
1914,7725.98,78.36,351.45,979.97,89.58,228.4,2.19,121.81
1915,7534.89,68.51,348.84,952.71,88.71,221.51,2.1,99.21
1916,7636.49,76.06,347.98,972.54,88.65,225.82,2.48,111.58
1917,7838.18,80.95,351.5,986.56,91.71,230.25,2.01,126.3
1918,7847.27,81.68,346.57,976.94,91.5,233.38,2.18,125.03
1919,7872.74,83.83,352.31,986.87,89.27,226.5,1.91,124.23
1920,8032.78,91.68,348.56,990.52,87.19,229.21,2.24,143.48
1921,8224.21,99.47,353.48,1029.29,88.31,235.01,2.21,161.06
1922,8139.43,95.85,348.82,1002.04,92.58,238.71,2.15,147.11
1923,8351.78,109.26,351.9,1037.62,91.03,243.1,2.09,180.82
1924,8389.63,109.55,350.54,1017.57,90.1,233.37,2.23,181.44
1925,8334.36,107.96,352.23,1029.38,92.8,243.28,2.15,181.27
1926,8349.11,106.66,350.33,1029.0,92.94,241.27,2.21,178.77
1927,8283.11,105.32,345.01,1019.7,89.95,241.31,2.52,173.39
1928,8373.46,111.28,353.03,1033.04,89.97,236.85,2.26,185.71
1929,8338.42,105.52,349.74,1026.61,89.13,239.25,2.3,173.76
1930,8179.18,94.92,352.37,1018.91,89.57,240.65,2.13,150.07
1931,8083.4,94.99,352.07,1006.69,87.77,231.58,2.08,148.06
1932,7933.88,89.44,347.68,985.42,87.76,228.52,2.2,136.52
1933,7927.4,87.36,347.26,987.3,87.42,229.3,2.58,140.08
1934,7752.21,77.64,351.97,973.37,91.63,225.31,2.17,120.54
1935,7748.11,81.84,349.09,975.96,87.66,229.42,2.26,121.2
1936,7671.46,71.7,352.81,982.67,92.92,231.74,2.1,109.92
1937,7580.97,68.73,349.47,961.39,88.9,222.54,1.83,101.04
1938,7576.41,67.37,353.07,968.46,92.61,225.7,2.13,100.36
